00:04:03,45 | L
00:04:04,30 | L
00:04:05,24 | R
00:04:06,22 | R
00:04:07,15 | R
00:04:08,13 | L
00:04:09,05 | L
00:04:09,90 | R
00:04:10,75 | R
00:04:11,81 | R
00:04:12,81 | R
00:04:13,97 | L
00:04:15,02 | L
00:04:16,03 | L
00:04:16,55 | R
00:04:17,04 | L
00:04:17,49 | L
00:04:18,43 | L
00:04:18,80 | R
00:04:19,25 | R
